Trajectory_ID,Time_Index,ID_LV,Type_LV,Pos_LV,Speed_LV,Acc_LV,ID_FAV,Pos_FAV,Speed_FAV,Acc_FAV,Spatial_Gap,Spatial_Headway,Speed_Diff
116,4.2,-1,0,115.9469234,20.14179039,0.07434845,0,84.2458889,20.00565529,-0.737247467,26.81864758,31.7010345,0.136135101
116,4.3,-1,0,117.920915,20.14922523,0.120353699,0,86.24276819,19.93193054,2.39572525,26.79784323,31.67814685,0.217294693
116,4.4,-1,0,119.9264529,20.1612606,0.071353912,0,88.24793987,20.17150307,-0.246181488,26.82667726,31.67851298,-0.010242462
116,4.5,-1,0,121.9397119,20.168396,0.070438385,0,90.26385927,20.14688492,-0.139026642,26.79286274,31.67585262,0.021511078
116,4.6,-1,0,123.9500547,20.17543983,0.158424377,0,92.27785263,20.13298225,-2.789955139,26.78007331,31.67220202,0.042457581
116,4.7,-1,0,125.9163275,20.19128227,0.035610199,0,94.27720108,19.85398674,3.080005646,26.77370894,31.63912642,0.337295532
116,4.8,-1,0,127.9143278,20.19484329,-0.018386841,0,96.27799978,20.1619873,1.070957184,26.74841984,31.63632806,0.032855988
116,4.9,-1,0,129.9437546,20.19300461,0.004920959,0,98.2995533,20.26908302,-1.708927155,26.78718239,31.64420134,-0.076078415
116,5,-1,0,131.9520597,20.1934967,-0.011844635,0,100.317917,20.09819031,0.493373871,26.77067434,31.63414275,0.095306396
116,5.1,-1,0,133.9605792,20.19231224,0.076065063,0,102.3302029,20.14752769,-0.440387726,26.76189259,31.63037637,0.044784546
116,5.2,-1,0,135.965003,20.19991875,0.010070801,0,104.3427537,20.10348892,0.247173309,26.75156421,31.62224931,0.096429825
116,5.3,-1,0,137.9690659,20.20092583,-0.025367737,0,106.3543385,20.12820625,1.018161774,26.74096012,31.61472749,0.072719574
116,5.4,-1,0,139.9892809,20.19838905,-0.128002167,0,108.3722499,20.23002243,0.551567078,26.74665395,31.61703102,-0.031633377
116,5.5,-1,0,142.023991,20.18558884,0.009632111,0,110.39801,20.28517914,-0.20658493,26.7702422,31.62598107,-0.099590302
116,5.6,-1,0,144.0601988,20.18655205,0.150203705,0,112.425495,20.26452065,-2.440376282,26.77826755,31.6347038,-0.077968597
116,5.7,-1,0,146.0560343,20.20157242,0.005970001,0,114.4397451,20.02048302,2.93258667,26.75557214,31.6162892,0.181089401
116,5.8,-1,0,148.0844956,20.20216942,-0.001544952,0,116.4564564,20.31374168,0.196399689,26.77843678,31.62803924,-0.111572266
116,5.9,-1,0,150.1311446,20.20201492,-0.015983582,0,118.4888125,20.33338165,-1.024169922,26.79913708,31.64233204,-0.13136673
116,6,-1,0,152.1623893,20.20041656,-0.063743591,0,120.5170299,20.23096466,-0.685806274,26.79218782,31.64535941,-0.030548096
282,0,-1,0,27.51313874,20.17440033,0.01373291,0,0,20.07831764,0.193767548,22.61623451,27.51313874,0.096082687
282,0.1,-1,0,29.52719994,20.17577362,0.037975311,0,2.008800602,20.0976944,1.763458252,22.62255751,27.51839934,0.078079224
282,0.2,-1,0,31.53597248,20.17957115,0.024852753,0,4.027387333,20.27404022,-4.837589264,22.61028211,27.50858514,-0.09446907
282,0.3,-1,0,33.57624982,20.18205643,-0.014057159,0,6.030603409,19.7902813,-1.008815765,22.6430218,27.54564641,0.391775131
282,0.4,-1,0,35.60068372,20.18065071,-0.082836151,0,8.00458746,19.68939972,3.74162674,22.69070123,27.59609626,0.491250992
282,0.5,-1,0,37.59682364,20.1723671,-0.058937073,0,9.992235565,20.06356239,-0.132484436,22.69958882,27.60458807,0.108804703
282,0.6,-1,0,39.61498552,20.16647339,-0.130786896,0,11.99792938,20.05031395,1.989440918,22.72107507,27.61705614,0.116159439
282,0.7,-1,0,41.62061293,20.1533947,-0.125331879,0,14.01290798,20.24925804,-2.146129608,22.70737011,27.60770495,-0.095863342
282,0.8,-1,0,43.64518764,20.14086151,-0.113544464,0,16.02710314,20.03464508,-0.484313965,22.71033008,27.6180845,0.106216431
282,0.9,-1,0,45.66169122,20.12950706,-0.101070404,0,18.02814608,19.98621368,-0.733280182,22.7342119,27.63354514,0.143293381
282,1,-1,0,47.67714445,20.11940002,0.01657486,0,20.02310104,19.91288567,0.679855347,22.7542052,27.65404341,0.206514359
282,1.1,-1,0,49.68474183,20.12105751,0.003547668,0,22.01778889,19.9808712,2.200889587,22.77176676,27.66695294,0.14018631
282,1.2,-1,0,51.68733863,20.12141228,-0.055828094,0,24.02688046,20.20096016,-1.224937439,22.76760706,27.66045817,-0.079547882
282,1.3,-1,0,53.70450659,20.11582947,0.065517426,0,26.04085178,20.07846642,2.156391144,22.76763153,27.6636548,0.037363052
282,1.4,-1,0,55.70636311,20.12238121,0.044155121,0,28.05948038,20.29410553,-4.741535187,22.75010629,27.64688273,-0.171724319
282,1.5,-1,0,57.74296554,20.12679672,0.025253296,0,30.06518326,19.81995201,3.869762421,22.78101658,27.67778229,0.306844711
282,1.6,-1,0,59.73817124,20.12932205,0.050258636,0,32.06652727,20.20692825,0.623893738,22.77359748,27.67164397,-0.077606201
282,1.7,-1,0,61.7490013,20.13434792,-0.065345764,0,34.09033957,20.26931763,-0.879707336,22.75956882,27.65866173,-0.134969711
282,1.8,-1,0,63.76670618,20.12781334,-0.027866364,0,36.11287279,20.18134689,-2.097816467,22.76550961,27.65383339,-0.053533554
